,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
364,Prince Mohammed Bin Fahad Road Shop #5, Dhahran Saudi Arabia,Eastern_Province,"American, Cafe",Bakery,"Prince Mohammed Bin Fahad Road Shop #5, Dhahran Saudi Arabia",1,+ Add hours,8 of 9 American in Dhahran,Smallcakes Cupcakery & Creamery,5.0 ,5.0
365,King Saud Road, Al Khobar 31952 Saudi Arabia,Eastern_Province,"French, Cafe",Bakery,"King Saud Road, Al Khobar 31952 Saudi Arabia",2,Closed Now:See all hours,9 of 10 French in Al Khobar,Boulangerie Bakery,4.0 ,4.0
366,Prince Turki Street, 7th Street,Eastern_Province,"iddle Eastern, Arabic",Arabic,"Prince Turki Street, 7th Street, Al Khobar Saudi Arabia",2,+ Add hours,42 of 50 Middle Eastern in Al Khobar,Naia Lounge,4.0 ,4.0
367,King Faisal Road, Dammam Saudi Arabia,Eastern_Province,Pizza,Pizza,"King Faisal Road, Dammam Saudi Arabia",5,+ Add hours,8 of 9 Pizza in Dammam,Pizza Hut Muzruiyah,3.5 ,3.5
368,Al Mustafa Street, Dammam Saudi Arabia,Eastern_Province,Indian,Indian,"Al Mustafa Street, Dammam Saudi Arabia",5,+ Add hours,81 of 103 Restaurants in Dammam,Red Table Restaurant,3.5 ,3.5
369,Dhahran 34457 Saudi Arabia,Dhahran 34457 Saudi Arabia,Eastern_Province,Fast Food,Fast Food,Dhahran 34457 Saudi Arabia,4,+ Add hours,4 of 5 Fast Food in Dhahran,Popeyes,3.5 ,3.5
370,Al Khobar Saudi Arabia,Al Khobar Saudi Arabia,Eastern_Province,International,International,Al Khobar Saudi Arabia,8,+ Add hours,26 of 29 International in Al Khobar,Lascala Urban Eatery,3.5 ,3.5
371,King Khalid St, Cross # 19,Eastern_Province,"Indian, Chinese, Asian",Indian,"King Khalid St, Cross # 19, Al Khobar 31952 Saudi Arabia",22,Closed Now:See all hours,11 of 18 Chinese in Al Khobar,De Maharajaa's Restuarant,3.5 ,3.5
372,8350 Prince Sultan bin Abdulaziz Al Talal, Hafar Al-Batin 8350 Saudi Arabia,Eastern_Province,Indian,Indian,"8350 Prince Sultan bin Abdulaziz Al Talal, Hafar Al-Batin 8350 Saudi Arabia",1,+ Add hours,1 of 2 Indian in Hafar Al-Batin,Freej,4.0 ,4.0
373,Kempinski Al Othman Hote, King Saud Rd Kempinski Hotel,Eastern_Province,"Lebanese, Mediterranean",Arabic,"Kempinski Al Othman Hote, King Saud Rd Kempinski Hotel, Al Khobar 31952 Saudi Arabia",1,Closed Now:See all hours,11 of 13 Lebanese in Al Khobar,Enab Beirut Al Khobar,4.0 ,4.0
374,5396 Al Shati Al Sharqi, Dammam 32413-8130 Saudi Arabia,Eastern_Province,"editerranean, Turkish, Arabic",European,"5396 Al Shati Al Sharqi, Dammam 32413-8130 Saudi Arabia",1,+ Add hours,13 of 15 Mediterranean in Dammam,Osmanali,4.0 ,4.0
375,Ash Shihab at Taifi Street, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Ash Shihab at Taifi Street, Al Khobar Saudi Arabia",2,+ Add hours,41 of 47 Cafe in Al Khobar,Chuao,4.0 ,4.0
376,King Khaled Street, Dammam Saudi Arabia,Eastern_Province,"Indian, Grill",Indian,"King Khaled Street, Dammam Saudi Arabia",11,Closed Now:See all hours,16 of 20 Indian in Dammam,China Garden,4.0 ,4.0
377,1 Street, Al Bandariyah,Eastern_Province,Cafe,Cafe,"1 Street, Al Bandariyah, Al Khobar, Al Khobar 31421 Saudi Arabia",1,+ Add hours,42 of 47 Cafe in Al Khobar,Lark,4.0 ,4.0
378,3783 Prince Faisal Bin Fahd Road, Al Khobar Saudi Arabia,Eastern_Province,Middle Eastern,Arabic,"3783 Prince Faisal Bin Fahd Road, Al Khobar Saudi Arabia",12,+ Add hours,44 of 50 Middle Eastern in Al Khobar,Big Chief,3.5 ,3.5
379,Al Khaleej Road Ash Shati Al Gharbi, Dammam Saudi Arabia,Eastern_Province,"ebanese, Cafe, Mediterranean, Diner",Cafe,"Al Khaleej Road Ash Shati Al Gharbi, Dammam Saudi Arabia",1,+ Add hours,9 of 9 Lebanese in Dammam,Hakaya Al Harah,4.0 ,4.0
380,4807 Al Khalij Rd, Al Hofuf,Eastern_Province,"ebanese, Mediterranean, Central Asian",Mediterranean,"4807 Al Khalij Rd, Al Hofuf, Al Ahsa 36362 Saudi Arabia",1,+ Add hours,2 of 3 Lebanese in Al Hofuf,Beit Misk Restaurant,4.0 ,4.0
381,Omar Ibn El-Khattab Street, Dammam 34261 Saudi Arabia,Eastern_Province,"Arabic, American, Fast Food",Arabic,"Omar Ibn El-Khattab Street, Dammam 34261 Saudi Arabia",1,Closed Now:See all hours,7 of 8 American in Dammam,BRIO Sandwiches,4.0 ,4.0
382,King Abdullah Road, Al Hofuf,Eastern_Province,Cafe,Cafe,"King Abdullah Road, Al Hofuf, Al Ahsa 36365 Saudi Arabia",1,+ Add hours,5 of 5 Cafe in Al Hofuf,Sixty Five Degrees,4.0 ,4.0
383,alkhobar city, Saudi Arabia,Eastern_Province,American,American,"alkhobar city, Saudi Arabia, Al Khobar 31952 Saudi Arabia",1,+ Add hours,35 of 40 American in Al Khobar,Burgers and fries,4.0 ,4.0
384,Mall Of Dharhan, Dhahran Saudi Arabia,Eastern_Province,Cafe,Cafe,"Mall Of Dharhan, Dhahran Saudi Arabia",1,+ Add hours,8 of 8 Cafe in Dhahran,Molten Chocolate,4.0 ,4.0
385,Prince Naif Rd Al jawhara, Al Khafji 39254 Saudi Arabia,Eastern_Province,"Lebanese, Mediterranean, Arabic",Arabic,"Prince Naif Rd Al jawhara, Al Khafji 39254 Saudi Arabia",1,Closed Now:See all hours,1 of 1 Lebanese in Al Khafji,Lebanese Story,4.0 ,4.0
386,Prince Sultan Ibin Abdulaziz Road, Hafar Al-Batin Saudi Arabia,Eastern_Province,American,American,"Prince Sultan Ibin Abdulaziz Road, Hafar Al-Batin Saudi Arabia",1,Open Now:12:00 PM - 2:00 AM,2 of 2 American in Hafar Al-Batin,BurgeryNow,4.0 ,4.0
387,Prince Fawaz Street 18TH Cross Street, Al Khobar Saudi Arabia,Eastern_Province,Indian,Indian,"Prince Fawaz Street 18TH Cross Street, Al Khobar Saudi Arabia",6,+ Add hours,24 of 31 Indian in Al Khobar,Grill Garden Group,3.5 ,3.5
388,South Corniche, Al Khobar Saudi Arabia,Eastern_Province,"hinese, Indian, Arabic",Indian,"South Corniche, Al Khobar Saudi Arabia",2,+ Add hours,12 of 18 Chinese in Al Khobar,Alkhobar,3.5 ,3.5
389,Al Mahal Center, Mohammed Ben Fahed Street,Eastern_Province,Mediterranean,Mediterranean,"Al Mahal Center, Mohammed Ben Fahed Street, Eastern Province Branch, Dammam Near Lulu Hypermarket, Dammam, Dammam Saudi Arabia",1,+ Add hours,15 of 15 Mediterranean in Dammam,Dar Nasser,4.0 ,4.0
390,Prince Nayef bin Abdulaziz, Dammam Saudi Arabia,Eastern_Province,"iddle Eastern, Arabic",Arabic,"Prince Nayef bin Abdulaziz, Dammam Saudi Arabia",3,+ Add hours,19 of 19 Middle Eastern in Dammam,Muqalat Al Freej,3.5 ,3.5
391,Duha Janubiyah - Abduallah Ibn Abbas St., Dhahran 31311 Saudi Arabia,Eastern_Province,Middle Eastern,Arabic,"Duha Janubiyah - Abduallah Ibn Abbas St., Dhahran 31311 Saudi Arabia",2,+ Add hours,7 of 7 Middle Eastern in Dhahran,Sajmania Restaurant,3.5 ,3.5
392,King Abdullah Road, Al Hofuf,Eastern_Province,"ebanese, Mediterranean, Turkish, Arabic",Mediterranean,"King Abdullah Road, Al Hofuf, Al Ahsa Saudi Arabia",1,+ Add hours,3 of 3 Lebanese in Al Hofuf,Premium Grill,4.0 ,4.0
393,Al Ashriah St, Dammam 32414 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Al Ashriah St, Dammam 32414 Saudi Arabia",3,Closed Now:See all hours,17 of 20 Indian in Dammam,View Cafe,3.5 ,3.5
394,Prince Met'eb Street, Al Jubail Saudi Arabia,Eastern_Province,Seafood,Seafood,"Prince Met'eb Street, Al Jubail Saudi Arabia",9,+ Add hours,8 of 9 Seafood in Al Jubail,Al Ash'hal,3.0 ,3.0
395,Prince Turkey Street, Al Khobar 34422 Saudi Arabia,Eastern_Province,American,American,"Prince Turkey Street, Al Khobar 34422 Saudi Arabia",1,+ Add hours,36 of 40 American in Al Khobar,Bakers boutique,4.0 ,4.0
396,Pepsi Road, Al Khobar 21453 Saudi Arabia,Eastern_Province,American,Bakery,"Pepsi Road, Al Khobar 21453 Saudi Arabia",1,+ Add hours,37 of 40 American in Al Khobar,Helens Bakery,4.0 ,4.0
397,Feras AlNadher,Feras AlNadher,Eastern_Province,"Lebanese, Mediterranean, Arabic",Arabic,"Feras AlNadher,, Al Khobar Saudi Arabia",5,+ Add hours,12 of 13 Lebanese in Al Khobar,Fatte W Snobar,3.0 ,3.0
398,7th Street Corniche Road, Al Khobar 31952 Saudi Arabia,Eastern_Province,French,European,"7th Street Corniche Road, Al Khobar 31952 Saudi Arabia",1,Closed Now:See all hours,10 of 10 French in Al Khobar,Vanilla Patisserie - Al Khobar,4.0 ,4.0
399,P Faisal Bin Fahad ST Pepsi Rd, Al Khobar Saudi Arabia,Eastern_Province,Middle Eastern,Arabic,"P Faisal Bin Fahad ST Pepsi Rd, Al Khobar Saudi Arabia",1,+ Add hours,45 of 50 Middle Eastern in Al Khobar,Jibney's,4.0 ,4.0
400,Alqasim Alkhawarizmi St Carlton Al Moaibed Hotel, Al Khobar 31952 Saudi Arabia,Eastern_Province,Mexican,American,"Alqasim Alkhawarizmi St Carlton Al Moaibed Hotel, Al Khobar 31952 Saudi Arabia",1,+ Add hours,5 of 6 Mexican in Al Khobar,La Fiesta Mexicana,4.0 ,4.0
401,King khalid street, Dammam Saudi Arabia,Eastern_Province,Indian,Indian,"King khalid street, Dammam Saudi Arabia",4,+ Add hours,18 of 20 Indian in Dammam,Madina Restaurant,3.0 ,3.0
402,King Fahd Road al Khobar 2nd Floor Lulu Hypermarket, Al Khobar 34611 Saudi Arabia,Eastern_Province,"Indian, Chinese",Indian,"King Fahd Road al Khobar 2nd Floor Lulu Hypermarket, Al Khobar 34611 Saudi Arabia",7,Closed Now:See all hours,13 of 18 Chinese in Al Khobar,India Garden Restaurant,3.0 ,3.0
403,Prince Hamoud Street Al aqrabiyah, Al Khobar 31952 Saudi Arabia,Eastern_Province,"Mediterranean, Lebanese, Middle Eastern",Mediterranean,"Prince Hamoud Street Al aqrabiyah, Al Khobar 31952 Saudi Arabia",9,Closed Now:See all hours,13 of 13 Lebanese in Al Khobar,Ziryab,3.0 ,3.0
404,Corniche St, Al Khobar Saudi Arabia,Eastern_Province,"Italian, European",Italian,"Corniche St, Al Khobar Saudi Arabia",11,+ Add hours,30 of 31 Italian in Al Khobar,Ciro's Pomodoro,3.0 ,3.0
405,Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia,Eastern_Province,Pizza,Pizza,"Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia",5,+ Add hours,21 of 21 Pizza in Al Khobar,"Pizza Hut Rakkah,",3.0 ,3.0
406,3702 Khaleej Rd,3702 Khaleej Rd,Eastern_Province,Chinese,Asian,"3702 Khaleej Rd,, Dammam 32422 Saudi Arabia",10,+ Add hours,93 of 103 Restaurants in Dammam,Chinese and Grill,3.0 ,3.0
407,Prince Nasser Cross -A- Street, Al Khobar Saudi Arabia,Eastern_Province,"ilipino, Seafood, Asian, Grill",Seafood,"Prince Nasser Cross -A- Street, Al Khobar Saudi Arabia",3,+ Add hours,3 of 3 Filipino in Al Khobar,Boiling Pot Restaurant,3.0 ,3.0
408,King Abdulaziz Road, Hafar Al-Batin Saudi Arabia,Eastern_Province,Shawarma,Arabic,"King Abdulaziz Road, Hafar Al-Batin Saudi Arabia",2,Open Now:4:00 PM - 2:00 AM,1 of 1 Turkish in Hafar Al-Batin,Shawarma Pie,3.0 ,3.0
409,Al Hofuf, Al Ahsa 36362 Saudi Arabia,Eastern_Province,"American, Native American, Eastern European",American,"Al Hofuf, Al Ahsa 36362 Saudi Arabia",2,+ Add hours,5 of 6 American in Al Hofuf,Waka Waka,3.5 ,3.5
410,Dhahran Street, Al Hofuf,Eastern_Province,"exican, American, Arabic",American,"Dhahran Street, Al Hofuf, Al Ahsa Saudi Arabia",1,+ Add hours,1 of 1 Mexican in Al Hofuf,Grill House,3.0 ,3.0
411,Dhahran Rd Ahssa Downtown, Al Ahsa 36341 Saudi Arabia,Eastern_Province,"Italian, Indian",Italian,"Dhahran Rd Ahssa Downtown, Al Ahsa 36341 Saudi Arabia",1,+ Add hours,7 of 7 Italian in Al Ahsa,Rosso Lounge,3.0 ,3.0
412,Al Jubail 35514 Saudi Arabia,Al Jubail 35514 Saudi Arabia,Eastern_Province,Arabic,Arabic,Al Jubail 35514 Saudi Arabia,1,+ Add hours,5 of 7 Arabic in Al Jubail,Qila Of Rice,3.0 ,3.0
413,67th Street, Makkah Road,Eastern_Province,Italian,Italian,"67th Street, Makkah Road, Dammam 34334 Saudi Arabia",1,Closed Now:See all hours,15 of 16 Italian in Dammam,Bocca Buona,3.0 ,3.0
414,9103 Umar Ibn Al Khattab Street ‏Al Faysaliyah, Dammam 32271 Saudi Arabia,Eastern_Province,Seafood,Seafood,"9103 Umar Ibn Al Khattab Street ‏Al Faysaliyah, Dammam 32271 Saudi Arabia",1,Closed Now:See all hours,5 of 6 Seafood in Dammam,Freij Abu Issa Seafood,3.0 ,3.0
415,Al Faisaliah, 3873 Omar Bin Al Khattab,Eastern_Province,Arabic,Bakery,"Al Faisaliah, 3873 Omar Bin Al Khattab, Dammam 32272 Saudi Arabia",1,+ Add hours,17 of 17 Arabic in Dammam,Al Hatab Bakery,3.0 ,3.0
416,Abdulrahman Ibn Muath Street, Al Khobar 34714 Saudi Arabia,Eastern_Province,American,American,"Abdulrahman Ibn Muath Street, Al Khobar 34714 Saudi Arabia",1,+ Add hours,38 of 40 American in Al Khobar,The Coffeze,3.0 ,3.0
417,Yanbu Street, Al Khobar 34623 Saudi Arabia,Eastern_Province,Indian,Indian,"Yanbu Street, Al Khobar 34623 Saudi Arabia",1,+ Add hours,27 of 31 Indian in Al Khobar,Spices Village Restaurant,3.0 ,3.0
418,Qutaibah bin Saad, Safwa 31921 Saudi Arabia,Eastern_Province,International,International,"Qutaibah bin Saad, Safwa 31921 Saudi Arabia",4,Closed Now:See all hours,1 of 1 International in Safwa,Awafi Restaurant,4.5 ,4.5
419,Ebn 7_aldon, Dammam Saudi Arabia,Eastern_Province,"American, Fast Food, Halal",American,"Ebn 7_aldon, Dammam Saudi Arabia",62,+ Add hours,8 of 8 American in Dammam,KFC,3.0 ,3.0
420,Al Imam Ali Ibn Abi Talib Road, Safwa Saudi Arabia,Eastern_Province,Pizza,Pizza,"Al Imam Ali Ibn Abi Talib Road, Safwa Saudi Arabia",3,+ Add hours,1 of 1 Pizza in Safwa,Pizza Hut Safwa,2.5 ,2.5
421,Prince Faisal Bin Fahd Road Mall of Dhahran, Ground Floor,Eastern_Province,"Japanese, Sushi, Asian",Asian,"Prince Faisal Bin Fahd Road Mall of Dhahran, Ground Floor,  Doha Al Janubiyah, Dhahran 34457 Saudi Arabia",27,+ Add hours,2 of 2 Japanese in Dhahran,Yo Sushi,3.0 ,3.0
422,Highlights info row image Alkhaleej Road,Highlights info row image Alkhaleej Road,Eastern_Province,"Indian, Seafood, Eastern European",Indian,"Highlights info row image Alkhaleej Road,, Dammam Saudi Arabia",3,Closed Now:See all hours,20 of 20 Indian in Dammam,Bait Alrobyan,4.5 ,4.5
423,6804 Prince Sultan bin Abdulaziz, Rabwah,Eastern_Province,Indian,Indian,"6804 Prince Sultan bin Abdulaziz, Rabwah, Hafar Al-Batin 4449 3995, Saudi Arabia",1,+ Add hours,2 of 2 Indian in Hafar Al-Batin,Chef Johnny Restaurant,2.0 ,2.0
424,2475 Prince Faisal Bin Fahd Road Al Hada 6583, Al Khobar 34439 Saudi Arabia,Eastern_Province,"orean, Chinese, Japanese, Barbecue",Asian,"2475 Prince Faisal Bin Fahd Road Al Hada 6583, Al Khobar 34439 Saudi Arabia",7,Closed Now:See all hours,15 of 18 Chinese in Al Khobar,Marinade Restaurant,4.0 ,4.0
425,6083 Unit 6, Al Wahah,Eastern_Province,"apanese, Japanese Fusion",Asian,"6083 Unit 6, Al Wahah, Uhud Rd Bld, Al Qatif 2220 Saudi Arabia",2,Closed Now:See all hours,1 of 2 Japanese in Al Qatif,Izumi,5.0 ,5.0
426,King Salman bin Abdulaziz rd, Al Khobar Saudi Arabia,Eastern_Province,"merican, Steakhouse, International, Native American",BBQ,"King Salman bin Abdulaziz rd, Al Khobar Saudi Arabia",1,+ Add hours,39 of 40 American in Al Khobar,Wayward Burgers,1.0 ,1.0
427,Al Raka Street, Al Khobar Saudi Arabia,Eastern_Province,"exican, American, European, Portuguese",American,"Al Raka Street, Al Khobar Saudi Arabia",1,+ Add hours,6 of 6 Mexican in Al Khobar,Chic 'n' Dip,1.0 ,1.0
428,Prince Naif Street, Al Ahsa 31982 Saudi Arabia,Eastern_Province,"Indian, Thai, Arabic",Indian,"Prince Naif Street, Al Ahsa 31982 Saudi Arabia",6,Closed Now:See all hours,6 of 6 Indian in Al Ahsa,Lulu Aljazeera Restaurant,3.0 ,3.0
429,10th King Saud Street Al Khobar Al Shamalia, Al Khobar 34427 Saudi Arabia,Eastern_Province,Cafe,Cafe,"10th King Saud Street Al Khobar Al Shamalia, Al Khobar 34427 Saudi Arabia",2,Closed Now:See all hours,44 of 47 Cafe in Al Khobar,Three Seeds Coffee Roasters,4.5 ,4.5
430,9th Cross, Al Khobar Saudi Arabia,Eastern_Province,"Chinese, Asian",Asian,"9th Cross, Al Khobar Saudi Arabia",13,+ Add hours,16 of 18 Chinese in Al Khobar,China Town,2.5 ,2.5
431,Abdullah Bin Al Harith St. Shati Area - Near Qatif City Mall, Al Qatif 32619 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Abdullah Bin Al Harith St. Shati Area - Near Qatif City Mall, Al Qatif 32619 Saudi Arabia",1,Closed Now:See all hours,2 of 3 Italian in Al Qatif,Almoltaqa Alazraq Cafe & Restaurant,1.0 ,1.0
432,Prince Metib street, Al Jubail 355142332 Saudi Arabia,Eastern_Province,"Chinese, Indian, Seafood",Asian,"Prince Metib street, Al Jubail 355142332 Saudi Arabia",18,Closed Now:See all hours,8 of 8 Chinese in Al Jubail,RoyalDine,4.0 ,4.0
433,Prince Talal St Al Shamalia, Al Khobar 34425 Saudi Arabia,Eastern_Province,Indian,Indian,"Prince Talal St Al Shamalia, Al Khobar 34425 Saudi Arabia",3,+ Add hours,29 of 31 Indian in Al Khobar,Al Kabsh,2.5 ,2.5
434,20th Street, Al Khobar Saudi Arabia,Eastern_Province,Middle Eastern,Arabic,"20th Street, Al Khobar Saudi Arabia",1,Closed Now:See all hours,48 of 50 Middle Eastern in Al Khobar,Abu Hilal Restaurant,5.0 ,5.0
435,Prince Mohamed Ibn Fahd Beside AWAL Bank - Alqusur District, Dhahran 34247 Saudi Arabia,Eastern_Province,"merican, Fast Food, Native American, South American",Fast Food,"Prince Mohamed Ibn Fahd Beside AWAL Bank - Alqusur District, Dhahran 34247 Saudi Arabia",4,Closed Now:See all hours,9 of 9 American in Dhahran,Just Fresh Burger,4.0 ,4.0
436,Corniche Road, Al Khobar 34611 Saudi Arabia,Eastern_Province,"hinese, Indian, Asian, Middle Eastern",Indian,"Corniche Road, Al Khobar 34611 Saudi Arabia",6,Open Now:12:00 AM - 11:30 PM,17 of 18 Chinese in Al Khobar,Asian Tanouri Restaurant,4.5 ,4.5
437,2 street Khobar north Near Al Shifa Khobar Polyclinic, Al Khobar 31942 Saudi Arabia,Eastern_Province,"Chinese, Indian, Middle Eastern",Asian,"2 street Khobar north Near Al Shifa Khobar Polyclinic, Al Khobar 31942 Saudi Arabia",2,Closed Now:See all hours,18 of 18 Chinese in Al Khobar,Mehfil Restaurant,1.0 ,1.0
438,Al Wajeha Rd, Fanateer,Eastern_Province,Cafe,Cafe,"Al Wajeha Rd, Fanateer, Al Jubayl 35814, Al Jubail Saudi Arabia",2,Closed Now:See all hours,4 of 4 Cafe in Al Jubail,Methods Coffee Shop,3.0 ,3.0
439,Prince Faisal Bin Fahed Mall of Dhahran, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Faisal Bin Fahed Mall of Dhahran, Al Khobar Saudi Arabia",3,Closed Now:See all hours,31 of 31 Italian in Al Khobar,Pink Cafe,4.5 ,4.5
440,Prince Musaad North khobar, Al Khobar 31952 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Musaad North khobar, Al Khobar 31952 Saudi Arabia",0,Closed Now:See all hours,dont have,Sensations Coffee & Co,0,0.0
441,Al Fadhliyah, Othmann bin Ali bin Abi Talib streat ,Eastern_Province,"French, Arabic",European,"Al Fadhliyah, Othmann bin Ali bin Abi Talib streat , Infront of, King faisal hospital, Al Hofuf, Al Ahsa Saudi Arabia",0,Closed Now:See all hours,dont have,Sikka Crepe,0,0.0
442,Ohud street, Al Qatif Saudi Arabia,Eastern_Province,Cafe,Cafe,"Ohud street, Al Qatif Saudi Arabia",0,Closed Now:See all hours,dont have,FrozenCups Yogurt & Cafe,0,0.0
443,Prince Turki Street, Al Khobar Saudi Arabia,Eastern_Province,"frican, Bar, Cafe, Contemporary",Cafe,"Prince Turki Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Chemistry Coffee,0,0.0
444,Dahran Street, Al Ahsa Saudi Arabia,Eastern_Province,"afe, Deli",International,"Dahran Street, Al Ahsa Saudi Arabia",0,+ Add hours,dont have,Crepe Roll,0,0.0
445,Riyadh Street, Al Ahsa Saudi Arabia,Eastern_Province,Italian,Italian,"Riyadh Street, Al Ahsa Saudi Arabia",0,+ Add hours,dont have,Lusso Restaurant,0,0.0
446,King Abdullah Road, Al Hofuf,Eastern_Province,"Brazilian, African, Middle Eastern",American,"King Abdullah Road, Al Hofuf, Al Ahsa 6501 Saudi Arabia",0,+ Add hours,dont have,The Degree,0,0.0
447,8017 Al Mazruiyyah., Al Hofuf,Eastern_Province,Cafe,Cafe,"8017 Al Mazruiyyah., Al Hofuf, Al Ahsa 36362 Saudi Arabia",0,+ Add hours,dont have,Heilbronn Restaurant and Cafe,0,0.0
448,Riyadh Road, Al Hofuf,Eastern_Province,Arabic,Arabic,"Riyadh Road, Al Hofuf, Al Ahsa Saudi Arabia",0,+ Add hours,dont have,Al Agha REstaurant,0,0.0
449,Prince Talal Street, Al Hofuf,Eastern_Province,Cafe,Cafe,"Prince Talal Street, Al Hofuf, Al Ahsa 31982 Saudi Arabia",0,+ Add hours,dont have,Cafe Boutiques,0,0.0
450,Al Hofuf, Al Ahsa Saudi Arabia,Eastern_Province,"ndian, Middle Eastern, Arabic",Arabic,"Al Hofuf, Al Ahsa Saudi Arabia",0,+ Add hours,dont have,Asiana Restaurant,0,0.0
451,Success Street, Al Hofuf,Eastern_Province,Seafood,Seafood,"Success Street, Al Hofuf, Al Ahsa 31982 Saudi Arabia",0,+ Add hours,dont have,Smaklek Restaurant,0,0.0
452,King Abdullah Road, Al Hofuf,Eastern_Province,"Belgian, Swiss, Cafe",Cafe,"King Abdullah Road, Al Hofuf, Al Ahsa 36365 Saudi Arabia",0,+ Add hours,dont have,Degree Specialty Coffee,0,0.0
453,Abu Al Hatab Street, Al Mubarraz,Eastern_Province,American,American,"Abu Al Hatab Street, Al Mubarraz, Al Ahsa 31982 Saudi Arabia",0,+ Add hours,dont have,Best Burger,0,0.0
454,Saihat Saudi Arabia,Saihat Saudi Arabia,Eastern_Province,Cafe,Cafe,Saihat Saudi Arabia,0,+ Add hours,dont have,Lady Latte,0,0.0
455,Khaleej Rd, Saihat 32451 Saudi Arabia,Eastern_Province,"American, African, South American",Cafe,"Khaleej Rd, Saihat 32451 Saudi Arabia",0,Closed Now:See all hours,dont have,Misto Specialty Coffee,0,0.0
456,15th St Alferdws, Saihat Saudi Arabia,Eastern_Province,Fast Food,Fast Food,"15th St Alferdws, Saihat Saudi Arabia",0,+ Add hours,dont have,shake'O burger,0,0.0
457,6552 Khaleej Road, Saihat Saudi Arabia,Eastern_Province,Cafe,Cafe,"6552 Khaleej Road, Saihat Saudi Arabia",0,+ Add hours,dont have,Dejavu Speciality Coffee,0,0.0
458,4723 King Abdulaziz Rd, Al Firdaws,Eastern_Province,"Italian, French, American",Italian,"4723 King Abdulaziz Rd, Al Firdaws, 7402, Saihat 32434 Saudi Arabia",0,+ Add hours,dont have,New Flavor,0,0.0
459,Route 615, Salwa 36621 Saudi Arabia,Eastern_Province,"merican, Arabic",Arabic,"Route 615, Salwa 36621 Saudi Arabia",0,Closed Now:See all hours,dont have,"Salwa, Saudi Arabia",0,0.0
460,Al Jawhara,Al Jawhara,Eastern_Province,"Fast Food, Middle Eastern, Eastern European",Fast Food,"Al Jawhara,, Al Khafji 31971 Saudi Arabia",0,+ Add hours,dont have,G Burger,0,0.0
461,Firas Ibn Al Nudur Street Al Rashid Mall, Dhahran Saudi Arabia,Eastern_Province,"merican, Steakhouse, Fast Food",BBQ,"Firas Ibn Al Nudur Street Al Rashid Mall, Dhahran Saudi Arabia",0,+ Add hours,dont have,Foodruckers,0,0.0
462,Food Court Mall Of Dharhan, Dhahran Saudi Arabia,Eastern_Province,"ebanese, Seafood, Fast Food, Mediterranean",Seafood,"Food Court Mall Of Dharhan, Dhahran Saudi Arabia",0,+ Add hours,dont have,Siadiat Almuhtarif,0,0.0
463,Prince Mohammed Bin Fahd Branch Rd, Al Qusur,Eastern_Province,"talian, Seafood, International, Eastern European",Seafood,"Prince Mohammed Bin Fahd Branch Rd, Al Qusur, Dhahran, Dhahran Saudi Arabia",0,+ Add hours,dont have,ChillinG Moment,0,0.0
464,Mall of Dhahran Boulevard, Dhahran 34457 Saudi Arabia,Eastern_Province,Arabic,Arabic,"Mall of Dhahran Boulevard, Dhahran 34457 Saudi Arabia",0,+ Add hours,dont have,Operation Falafel,0,0.0
465,Iwis bin alharith, Dammam Saudi Arabia,Eastern_Province,Grill,BBQ,"Iwis bin alharith, Dammam Saudi Arabia",0,+ Add hours,dont have,Chickmeal,0,0.0
466,67th Street, Makkah Road,Eastern_Province,Cafe,Cafe,"67th Street, Makkah Road, Dammam 34334 Saudi Arabia",0,Closed Now:See all hours,dont have,Modon Cafe,0,0.0
467,Alqasim Alkhawarizmi St, Al Rakah Ash Shamaliyah,Eastern_Province,"exican, Latin, Spanish, South American",American,"Alqasim Alkhawarizmi St, Al Rakah Ash Shamaliyah, Dammam 34225 Saudi Arabia",0,+ Add hours,dont have,La Comida,0,0.0
468,3683 7596 4B, Ar Rakah Ash Shamaliyah Khaled Ibn Al Walid St,Eastern_Province,Cafe,Cafe,"3683 7596 4B, Ar Rakah Ash Shamaliyah Khaled Ibn Al Walid St, Dammam 34225 Saudi Arabia",0,Closed Now:See all hours,dont have,Seven Degrees,0,0.0
469,Al_mazroeea king saud road king Saud road, Dammam Saudi Arabia,Eastern_Province,Arabic,Arabic,"Al_mazroeea king saud road king Saud road, Dammam Saudi Arabia",0,+ Add hours,dont have,Almansaf House,0,0.0
470,King Khaled St, Ar Rabi,Eastern_Province,Indian,Indian,"King Khaled St, Ar Rabi, Dammam 32241 Saudi Arabia",0,+ Add hours,dont have,Mezbaan Darbar Restaurant,0,0.0
471,Ashriah St Awan gallery, Dammam Saudi Arabia,Eastern_Province,Cafe,Cafe,"Ashriah St Awan gallery, Dammam Saudi Arabia",0,+ Add hours,dont have,sixtyfivedegrees,0,0.0
