,address_line1,address_line2,city,food_type,food_type1,location,number_of_reviews,opening_hour,out_of,restaurant_name,review_score,review_scores
472,Omar Ibn Al-Khattab Street, Dammam 32272 Saudi Arabia,Eastern_Province,Indian,Indian,"Omar Ibn Al-Khattab Street, Dammam 32272 Saudi Arabia",0,+ Add hours,dont have,Gourmet Biryani Restaurant,0,0.0
473,Omar Bin Alkattab, Dammam Saudi Arabia,Eastern_Province,"arbecue, Middle Eastern, Arabic",Arabic,"Omar Bin Alkattab, Dammam Saudi Arabia",0,+ Add hours,dont have,Aldeek Alromie,0,0.0
474,Omar Bin Al khuttab Street, Dammam Saudi Arabia,Eastern_Province,Cafe,Cafe,"Omar Bin Al khuttab Street, Dammam Saudi Arabia",0,Closed Now:See all hours,dont have,Maze Cafe,0,0.0
475,KIng Fahad Road, Industrial 1 Dammam 32234,Eastern_Province,"Italian, Indian, Asian",Italian,"KIng Fahad Road, Industrial 1 Dammam 32234, Dammam 39491 Saudi Arabia",0,+ Add hours,dont have,Hospitality - Fine Dining Division of Algosaibi Services,0,0.0
476,Al Ashriah Street, Dammam 31411 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Al Ashriah Street, Dammam 31411 Saudi Arabia",0,+ Add hours,dont have,Native Coffee,0,0.0
477,Al Imam Ali Ibn Abi Talib St, Dammam 32256 Saudi Arabia,Eastern_Province,"American, Steakhouse, International",American,"Al Imam Ali Ibn Abi Talib St, Dammam 32256 Saudi Arabia",0,+ Add hours,dont have,Journey Restaurant,0,0.0
478,Ali Abi Taler st, Dammam Saudi Arabia,Eastern_Province,Arabic,Arabic,"Ali Abi Taler st, Dammam Saudi Arabia",0,+ Add hours,dont have,cheeze & BREAD,0,0.0
479,8484 Al Imam Muhammed Ibn Saud Al Manar, Dammam 32274 Saudi Arabia,Eastern_Province,Shawarma,Arabic,"8484 Al Imam Muhammed Ibn Saud Al Manar, Dammam 32274 Saudi Arabia",0,+ Add hours,dont have,Lava Shawarma,0,0.0
480,Marina Mall, Al Sheraa Mall,Eastern_Province,Chinese,Asian,"Marina Mall, Al Sheraa Mall, Ibn Khaldoun Center, Al Shetea Mall, Andalus Plaza, Othaim Mall, Dareen Mall, Al Qatif City Mall, Dammam Saudi Arabia",0,+ Add hours,dont have,Caton,0,0.0
481,605, Al Faysaliyah,Eastern_Province,"Indian, Belgian, Fast Food",Indian,"605, Al Faysaliyah, Dammam 32272 Saudi Arabia",0,+ Add hours,dont have,Curry n' Hurry,0,0.0
482,1 A Street, Dammam 32272 Saudi Arabia,Eastern_Province,Healthy,Healthy,"1 A Street, Dammam 32272 Saudi Arabia",0,+ Add hours,dont have,Clean Protein,0,0.0
483,Shop 1100, Departure Level _ Check-in Hall,Eastern_Province,"Indian, Asian, Contemporary",Indian,"Shop 1100, Departure Level _ Check-in Hall, King Fahd International Airport, Dammam 31471 Saudi Arabia",0,+ Add hours,dont have,Root,0,0.0
484,7429 Al Imam Ali Ibn Abi Talib, Al Qatif 32662 Saudi Arabia,Eastern_Province,"ast Food, Diner",International,"7429 Al Imam Ali Ibn Abi Talib, Al Qatif 32662 Saudi Arabia",0,+ Add hours,dont have,Green Sandwich,0,0.0
485,Al Jazirat St., Al Qatif 32636 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Al Jazirat St., Al Qatif 32636 Saudi Arabia",0,+ Add hours,dont have,Squared Coffee,0,0.0
486,King Abdul Aziz Street, Al Qatif Saudi Arabia,Eastern_Province,Grill,BBQ,"King Abdul Aziz Street, Al Qatif Saudi Arabia",0,+ Add hours,dont have,Zad Al Sayad,0,0.0
487,Fatah Street Al khamisah, Al Qatif 32633 Saudi Arabia,Eastern_Province,"talian, Pizza",Pizza,"Fatah Street Al khamisah, Al Qatif 32633 Saudi Arabia",0,Closed Now:See all hours,dont have,Mozzafiato Pizzeria,0,0.0
488,7298 Hassan Ibn Thabit Street,7298 Hassan Ibn Thabit Street,Eastern_Province,"Grill, Middle Eastern, Arabic",BBQ,"7298 Hassan Ibn Thabit Street,, Al Qatif Saudi Arabia",0,+ Add hours,dont have,Abu Mustafa Grill,0,0.0
489,King Fahd Road Staybridge Suites Al Khobar, Al Khobar 77065 Saudi Arabia,Eastern_Province,American,American,"King Fahd Road Staybridge Suites Al Khobar, Al Khobar 77065 Saudi Arabia",0,+ Add hours,dont have,The Gathering Table,0,0.0
490,Right next to Creole in the same complex between Outback and Red Lobster, Al Khobar 34414 Saudi Arabia,Eastern_Province,Mexican,American,"Right next to Creole in the same complex between Outback and Red Lobster, Al Khobar 34414 Saudi Arabia",0,Closed Now:See all hours,dont have,FireGrill,0,0.0
491,Corniche Road, Al Khobar 34611 Saudi Arabia,Eastern_Province,International,International,"Corniche Road, Al Khobar 34611 Saudi Arabia",0,+ Add hours,dont have,La Mer Lounge & Restaurant,0,0.0
492,Prince nasser Sreet A Street, Al Khobar 34217 Saudi Arabia,Eastern_Province,Asian,Asian,"Prince nasser Sreet A Street, Al Khobar 34217 Saudi Arabia",0,+ Add hours,dont have,Boilingpot,0,0.0
493,Corniche Khobar, Al Khobar Saudi Arabia,Eastern_Province,Middle Eastern,Arabic,"Corniche Khobar, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Mugalat,0,0.0
494,6th Street, Prince Sultan Cross,Eastern_Province,"sian, Indonesian",Asian,"6th Street, Prince Sultan Cross, Al Khobar 34427 Saudi Arabia",0,+ Add hours,dont have,Indonesia,0,0.0
495,King Khaled st Cross 27, Al Khobar Saudi Arabia,Eastern_Province,"Belgian, European",European,"King Khaled st Cross 27, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Nouveauwaffle,0,0.0
496,Ajdan Walk, Al Khobar 34414 Saudi Arabia,Eastern_Province,American,American,"Ajdan Walk, Al Khobar 34414 Saudi Arabia",0,+ Add hours,dont have,Texas Roadhouse,0,0.0
497,Prince Mohammed Bin Fahd Road, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Mohammed Bin Fahd Road, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Majlis Cafe,0,0.0
498,Green Belt, Al Khobar 34436 Saudi Arabia,Eastern_Province,"American, Arabic",American,"Green Belt, Al Khobar 34436 Saudi Arabia",0,+ Add hours,dont have,Offside Juice,0,0.0
499,Prince Faisal Bin Fahad Road, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Faisal Bin Fahad Road, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Mon amour Cafe,0,0.0
500,3446 9th Street,3446 9th Street,Eastern_Province,"Indian, Grill, Middle Eastern",Indian,"3446 9th Street,, Al Khobar 34427 Saudi Arabia",0,+ Add hours,dont have,Al-Lail Restaurant,0,0.0
501,Corniche Road, Al Khobar Saudi Arabia,Eastern_Province,Street Food,Fast Food,"Corniche Road, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Nine,0,0.0
502,30th Street, Al Khobar Saudi Arabia,Eastern_Province,Pizza,Pizza,"30th Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Pizza Hut Thoqbah,0,0.0
503,8386 Ring Rd, Gharb Al Dhahran,Eastern_Province,"International, Contemporary",International,"8386 Ring Rd, Gharb Al Dhahran, Az Zahran 34461 Gharb Al Dhahran, Az Zahran 34461, Al Khobar 34464 Saudi Arabia",0,+ Add hours,dont have,Ewan Restaurant,0,0.0
504,King Abdullah Street 7 King Abdullah Street ,7th cross ,Eastern_Province,"iddle Eastern, Pakistani",Asian,"King Abdullah Street 7 King Abdullah Street ,7th cross ,AL KHOBAR, Al Khobar Saudi Arabia",0,+ Add hours,dont have,shehzada restaurnat,0,0.0
505,Ziad Bin Alkhatab Street Olaya, Al Khobar 34447 Saudi Arabia,Eastern_Province,"ndian, Fast Food, Fusion",Fast Food,"Ziad Bin Alkhatab Street Olaya, Al Khobar 34447 Saudi Arabia",0,+ Add hours,dont have,Namaste Dost,0,0.0
506,Prince Faisal Bin Fahd Road , Khobar Same restaurant as Burrito Loco,Eastern_Province,"Chinese, Fast Food, Asian",Asian,"Prince Faisal Bin Fahd Road , Khobar Same restaurant as Burrito Loco, Al Khobar Saudi Arabia",0,Closed Now:See all hours,dont have,Noodle Wok,0,0.0
507,Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia,Eastern_Province,"Turkish, Middle Eastern, Afghani",European,"Khaled Ibn Al Walid Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,The Green Bukhari Restaurant,0,0.0
508,King Fahd Street, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"King Fahd Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,La Touche Cafe and Restaurant,0,0.0
509,Prin, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prin, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Degrees - Sixtyfivedegrees,0,0.0
510,Prince Bandar st 26 Cross, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Bandar st 26 Cross, Al Khobar Saudi Arabia",0,+ Add hours,dont have,° - Sixty Five Degrees Cafe,0,0.0
511,4211 Prince Muqrin Street Madinat Al Umal 6307, Al Khobar 34443 Saudi Arabia,Eastern_Province,Seafood,Seafood,"4211 Prince Muqrin Street Madinat Al Umal 6307, Al Khobar 34443 Saudi Arabia",0,+ Add hours,dont have,Zad Al Bahara Restaurant,0,0.0
512,Al Khobar Saudi Arabia,Al Khobar Saudi Arabia,Eastern_Province,Seafood,Seafood,Al Khobar Saudi Arabia,0,+ Add hours,dont have,Sea Flavors Restaurant,0,0.0
513,Prience Turkey Bin Street, Al Khobar Saudi Arabia,Eastern_Province,Chinese,Asian,"Prience Turkey Bin Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,durrat china,0,0.0
514,Prince Humud Street, Al Khobar Saudi Arabia,Eastern_Province,Arabic,Arabic,"Prince Humud Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Kawakib Restaurant,0,0.0
515,Prince Faisal Bin Fahad Rode, Al Khobar Saudi Arabia,Eastern_Province,"afe, Healthy, Arabic",Healthy,"Prince Faisal Bin Fahad Rode, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Smoothie Factory,0,0.0
516,Corniche Road,Corniche Road,Eastern_Province,"French, American, Middle Eastern",European,"Corniche Road,, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Chocolate Lounge,0,0.0
517,Ash Shihab at Taifi Street, Al Khobar Saudi Arabia,Eastern_Province,Cafe,Cafe,"Ash Shihab at Taifi Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Choc Fondue,0,0.0
518,25 Street, King Fahad Street,Eastern_Province,Fast Food,Fast Food,"25 Street, King Fahad Street, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Fawaz Restaurant,0,0.0
519,Corniche, Al Khobar 34614 Saudi Arabia,Eastern_Province,"Lebanese, Mediterranean, Barbecue",Arabic,"Corniche, Al Khobar 34614 Saudi Arabia",0,Open Now:12:00 AM - 11:59 PM,dont have,Enab Wteen Restaurant,0,0.0
520,Prince Sultan Road Al Jawharah, Al Khobar 34434 Saudi Arabia,Eastern_Province,"talian, Middle Eastern, Arabic",Arabic,"Prince Sultan Road Al Jawharah, Al Khobar 34434 Saudi Arabia",0,Closed Now:See all hours,dont have,Mrgrill,0,0.0
521,King Fahd St, Al Khobar 34628 Saudi Arabia,Eastern_Province,Cafe,Cafe,"King Fahd St, Al Khobar 34628 Saudi Arabia",0,Closed Now:See all hours,dont have,BunaCoffeeco,0,0.0
522,Prince MIshal Street Cross 11, Al Khobar 34428 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince MIshal Street Cross 11, Al Khobar 34428 Saudi Arabia",0,Closed Now:See all hours,dont have,Jouri Restaurant & Cafe,0,0.0
523,Al Jazirah St 7939 Al Jazirah St, Al Qatif 32637,Eastern_Province,Cafe,Cafe,"Al Jazirah St 7939 Al Jazirah St, Al Qatif 32637, Al Khobar Saudi Arabia",0,Closed Now:See all hours,dont have,Time Out Cafe,0,0.0
524,Abdullah Ibn Abbas St,Abdullah Ibn Abbas St,Eastern_Province,American,American,"Abdullah Ibn Abbas St,, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Meltzone,0,0.0
525,Makkah 11 thuqba alkhobar Near koofa brosted, Al Khobar Saudi Arabia,Eastern_Province,Chinese,Asian,"Makkah 11 thuqba alkhobar Near koofa brosted, Al Khobar Saudi Arabia",0,Closed Now:See all hours,dont have,Thakkaaram Indian Restaurant,0,0.0
526,Al Tahliyah,Al Tahliyah,Eastern_Province,Cafe,Cafe,"Al Tahliyah,, Al Khobar 34716 Saudi Arabia",0,+ Add hours,dont have,Minutes Speciality Coffee,0,0.0
527,Prince Turkey Street, Al Khobar 34413 Saudi Arabia,Eastern_Province,Cafe,Cafe,"Prince Turkey Street, Al Khobar 34413 Saudi Arabia",0,+ Add hours,dont have,WOODS Specialty Cafe & Roastery,0,0.0
528,Prince Faisal Bin Fahd Road, Al Khobar 34433 Saudi Arabia,Eastern_Province,Seafood,Seafood,"Prince Faisal Bin Fahd Road, Al Khobar 34433 Saudi Arabia",0,+ Add hours,dont have,Shrimpail,0,0.0
529,Prince Muhammed Street. Opp. Madrasa, Al Khobar Saudi Arabia,Eastern_Province,Asian,Asian,"Prince Muhammed Street. Opp. Madrasa, Al Khobar Saudi Arabia",0,+ Add hours,dont have,Nasma Restaurant,0,0.0
530,North Corniche Road,North Corniche Road,Jeddah,"Indian, Asian, Vegetarian Friendly",Indian,"North Corniche Road,, Jeddah 236132861 Saudi Arabia",194,Open Now:7:00 PM - 12:00 AM,1 of 42 Indian in Jeddah,Ginger Leaf,5.0 ,5.0
531,North Corniche Road in Qasr Al Sharq Hotel, Jeddah 21462 Saudi Arabia,Jeddah,"Italian, Mediterranean, European",Italian,"North Corniche Road in Qasr Al Sharq Hotel, Jeddah 21462 Saudi Arabia",182,Open Now:See all hours,1 of 43 Italian in Jeddah,Aromi,4.5 ,4.5
532,North Corniche Road Waldorf Astoria Jeddah Qasr Al Sharq, Jeddah 21462 Saudi Arabia,Jeddah,"Lebanese, Middle Eastern, Mediterranean",Arabic,"North Corniche Road Waldorf Astoria Jeddah Qasr Al Sharq, Jeddah 21462 Saudi Arabia",139,Opens in 26 min:See all hours,1 of 46 Lebanese in Jeddah,Mataam Al Sharq,5.0 ,5.0
533,Al Cornich Road Crowne Plaza Jeddah Hotel, Jeddah 21443 Saudi Arabia,Jeddah,"Japanese, Sushi, Asian",Asian,"Al Cornich Road Crowne Plaza Jeddah Hotel, Jeddah 21443 Saudi Arabia",508,Open Now:7:00 PM - 11:30 PM,1 of 24 Japanese in Jeddah,Sakura Japanese Restaurant,4.5 ,4.5
534,Al Zahra Dist - Hera Road West Thariq Round near Jasmine malls, Jeddah Saudi Arabia,Jeddah,"Vegetarian Friendly, Halal, Gluten Free Options",Healthy,"Al Zahra Dist - Hera Road West Thariq Round near Jasmine malls, Jeddah Saudi Arabia",235,+ Add hours,5 of 628 Restaurants in Jeddah,Juice World,4.5 ,4.5
535,3127 Al Kayyal Street, Unit 3 and 4,Jeddah,"French, International, Fusion",European,"3127 Al Kayyal Street, Unit 3 and 4, Jeddah 23433 Saudi Arabia",43,Open Now:8:00 AM - 12:00 AM,3 of 19 French in Jeddah,Brioche,4.0 ,4.0
536,Al Hamra Street, Jeddah 21411 Saudi Arabia,Jeddah,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Al Hamra Street, Jeddah 21411 Saudi Arabia",430,Open Now:1:00 PM - 1:00 AM,2 of 46 Lebanese in Jeddah,Byblos Restaurant Jeddah,4.5 ,4.5
537,Prince Mohammed Bin Abdulaziz, Jeddah Saudi Arabia,Jeddah,"American, Steakhouse, Halal",American,"Prince Mohammed Bin Abdulaziz, Jeddah Saudi Arabia",281,Open Now:11:00 AM - 1:00 AM,1 of 79 American in Jeddah,Texas Roadhouse,4.5 ,4.5
538,Prince Sultan Street Junction with Hera Street, Jeddah Saudi Arabia,Jeddah,"Barbecue, Turkish, Middle Eastern",BBQ,"Prince Sultan Street Junction with Hera Street, Jeddah Saudi Arabia",406,Open Now:6:00 AM - 3:00 AM,1 of 32 Barbecue in Jeddah,Khayal Restaurant,4.5 ,4.5
539,King Road, Jeddah 41462 Saudi Arabia,Jeddah,"American, Vegetarian Friendly, Vegan Options",American,"King Road, Jeddah 41462 Saudi Arabia",285,Open Now:11:00 AM - 1:00 AM,3 of 79 American in Jeddah,Fuddruckers,4.0 ,4.0
540,Etoile Mall, Al-Malik Rd Al-Zahrah Dist,Jeddah,"Italian, Pizza, European",Italian,"Etoile Mall, Al-Malik Rd Al-Zahrah Dist, Jeddah Saudi Arabia",391,Open Now:8:00 AM - 12:00 AM,2 of 43 Italian in Jeddah,Piatto,4.0 ,4.0
541,Corniche Road Al Hamraa' Commercial Center, Jeddah 21412 Saudi Arabia,Jeddah,Cafe,Cafe,"Corniche Road Al Hamraa' Commercial Center, Jeddah 21412 Saudi Arabia",182,Open Now:See all hours,1 of 55 Cafe in Jeddah,Caffe Aroma Ksa,4.0 ,4.0
542,2174 Corniche Road Shatie District-Rosewood Jeddah, Jeddah 21572 Saudi Arabia,Jeddah,"Japanese, Seafood, Sushi",Asian,"2174 Corniche Road Shatie District-Rosewood Jeddah, Jeddah 21572 Saudi Arabia",94,+ Add hours,2 of 24 Japanese in Jeddah,Ginza I Chome,5.0 ,5.0
543,Al-Andalus Street, Jeddah 123456 Saudi Arabia,Jeddah,"American, Central American, Vegetarian Friendly",American,"Al-Andalus Street, Jeddah 123456 Saudi Arabia",268,Open Now:11:00 AM - 1:00 AM,4 of 79 American in Jeddah,Chilli's,4.0 ,4.0
544,Prince Abullah St Al Rawdah Dist, Jeddah Saudi Arabia,Jeddah,"Chinese, Asian, Vegetarian Friendly",Asian,"Prince Abullah St Al Rawdah Dist, Jeddah Saudi Arabia",149,Open Now:1:00 PM - 12:00 AM,1 of 29 Chinese in Jeddah,Toki,4.5 ,4.5
545,Rosewood Jeddah at North Corniche Rd Shatie District-2nd Floor-Rosewood Jeddah, Jeddah 21572 Saudi Arabia,Jeddah,"Chinese, Asian, Vegetarian Friendly",Asian,"Rosewood Jeddah at North Corniche Rd Shatie District-2nd Floor-Rosewood Jeddah, Jeddah 21572 Saudi Arabia",122,Open Now:See all hours,2 of 29 Chinese in Jeddah,Noodles,4.5 ,4.5
546,King Road and Tahlia Street Al-Tahlyeh Street, Jeddah Saudi Arabia,Jeddah,"American, Steakhouse, Halal",American,"King Road and Tahlia Street Al-Tahlyeh Street, Jeddah Saudi Arabia",202,+ Add hours,5 of 79 American in Jeddah,Steak House,4.0 ,4.0
547,Hiraa St, Jeddah Saudi Arabia,Jeddah,"American, Fast Food, Halal",American,"Hiraa St, Jeddah Saudi Arabia",125,+ Add hours,6 of 79 American in Jeddah,Section-B,4.0 ,4.0
548,Prince Faisal Bin Fahd Al Shatee, Jeddah 21514 Saudi Arabia,Jeddah,"Mediterranean, European, International",Mediterranean,"Prince Faisal Bin Fahd Al Shatee, Jeddah 21514 Saudi Arabia",108,+ Add hours,2 of 47 International in Jeddah,Amara Terrace Restaurant,4.0 ,4.0
549,Al-Matar Street Across from Eve Graveyard, Jeddah Saudi Arabia,Jeddah,Shawarma,Arabic,"Al-Matar Street Across from Eve Graveyard, Jeddah Saudi Arabia",110,Open Now:See all hours,5 of 48 Fast Food in Jeddah,Shawarma Shakir Aljazeera,4.0 ,4.0
550,7909 Corniche Road Hilton Jeddah, Jeddah 236132861 Saudi Arabia,Jeddah,American,American,"7909 Corniche Road Hilton Jeddah, Jeddah 236132861 Saudi Arabia",49,Open Now:4:00 PM - 12:00 AM,7 of 79 American in Jeddah,Manhattan Sports Diner,4.5 ,4.5
551,Prince Mohammed Bin Abdulaziz Street,Prince Mohammed Bin Abdulaziz Street,Jeddah,"Japanese, Sushi, Asian",Asian,"Prince Mohammed Bin Abdulaziz Street,, Jeddah 21442 Saudi Arabia",70,Open Now:2:00 PM - 2:00 AM,3 of 24 Japanese in Jeddah,Nozomi,4.5 ,4.5
552,Corniche Road, Jeddah Saudi Arabia,Jeddah,"Seafood, Vegetarian Friendly, Halal",Seafood,"Corniche Road, Jeddah Saudi Arabia",104,Open Now:1:00 PM - 2:00 AM,2 of 44 Seafood in Jeddah,Blue Ocean,4.5 ,4.5
553,Tahlia Street Le Mall, Jeddah 23326 Saudi Arabia,Jeddah,"Chinese, Asian, Vegetarian Friendly",Asian,"Tahlia Street Le Mall, Jeddah 23326 Saudi Arabia",208,Open Now:See all hours,3 of 29 Chinese in Jeddah,PF Chang's,4.0 ,4.0
554,Al-Amir Sultan Street, Jeddah Saudi Arabia,Jeddah,"Brazilian, Latin, Barbecue",American,"Al-Amir Sultan Street, Jeddah Saudi Arabia",80,Open Now:1:00 PM - 12:00 AM,1 of 3 Brazilian in Jeddah,Fogo De Chao Brazilian SteakHouse,4.5 ,4.5
555,Flamingo Mall, Jeddah 23338 Saudi Arabia,Jeddah,"Barbecue, Asian, Pakistani",BBQ,"Flamingo Mall, Jeddah 23338 Saudi Arabia",97,+ Add hours,4 of 32 Barbecue in Jeddah,Bar B Q Tonight Restaurant,4.0 ,4.0
556,Prince Mohammed Bin Abdul Aziz Teatro Mall, Jeddah 00966 Saudi Arabia,Jeddah,"Armenian, Middle Eastern, Vegan Options",Asian,"Prince Mohammed Bin Abdul Aziz Teatro Mall, Jeddah 00966 Saudi Arabia",81,Open Now:See all hours,8 of 82 Middle Eastern in Jeddah,Lusin,4.0 ,4.0
557,Falastin Street Al Nassirah St, Al Hamra District,Jeddah,"Italian, European, Vegetarian Friendly",Italian,"Falastin Street Al Nassirah St, Al Hamra District, Jeddah Saudi Arabia",49,+ Add hours,3 of 43 Italian in Jeddah,Nino,4.5 ,4.5
558,Stars Avenue Mall Intersection of Sari Road with King Abdul Aziz Road, Jeddah Saudi Arabia,Jeddah,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Stars Avenue Mall Intersection of Sari Road with King Abdul Aziz Road, Jeddah Saudi Arabia",203,+ Add hours,3 of 46 Lebanese in Jeddah,Goodies Restaurants,4.0 ,4.0
559,InterContinental Hotel Jeddah, Jeddah 21531 Saudi Arabia,Jeddah,"Steakhouse, Brazilian, Barbecue",BBQ,"InterContinental Hotel Jeddah, Jeddah 21531 Saudi Arabia",133,Open Now:7:00 PM - 1:00 AM,3 of 21 Steakhouse in Jeddah,Spears Restaurant,4.0 ,4.0
560,Al-Corniche Highway, Jeddah 21452 Saudi Arabia,Jeddah,"International, Barbecue, Halal",International,"Al-Corniche Highway, Jeddah 21452 Saudi Arabia",61,+ Add hours,4 of 47 International in Jeddah,Albilad Gardens,4.5 ,4.5
561,3127 Al Kayyal Street, Unit 3 and 4,Jeddah,"French, International, Fusion",European,"3127 Al Kayyal Street, Unit 3 and 4, Jeddah 23433 Saudi Arabia",43,Open Now:8:00 AM - 12:00 AM,1 of 3 Brazilian in Jeddah,Brioche,4.0 ,4.0
562,Prince Sultan Street Jeddah Ksa, Jeddah Saudi Arabia,Jeddah,"Lebanese, Mediterranean, Middle Eastern",Arabic,"Prince Sultan Street Jeddah Ksa, Jeddah Saudi Arabia",124,Open Now:See all hours,4 of 46 Lebanese in Jeddah,Shababik Restaurant,4.0 ,4.0
563,4124 Al Rawdah, Jeddah 234457532 Saudi Arabia,Jeddah,"American, Barbecue, Steakhouse",American,"4124 Al Rawdah, Jeddah 234457532 Saudi Arabia",118,+ Add hours,8 of 79 American in Jeddah,Butcher Shop and Grill,4.0 ,4.0
564,Abdul Ghani Dada Al-Zahra'a, Jeddah 23424 Saudi Arabia,Jeddah,"Japanese, Seafood, Sushi",Asian,"Abdul Ghani Dada Al-Zahra'a, Jeddah 23424 Saudi Arabia",50,Opens in 25 min:See all hours,4 of 24 Japanese in Jeddah,Wakame,4.5 ,4.5
565,Alzahra District Ahmad al Attas Street, Jeddah 21412 Saudi Arabia,Jeddah,Cafe,Cafe,"Alzahra District Ahmad al Attas Street, Jeddah 21412 Saudi Arabia",125,Open Now:See all hours,5 of 47 International in Jeddah,Papaya Cafe & Restaurant,4.0 ,4.0
566,Prince Mohammed Bin AbdulAziz Al Saud Street, Jeddah Saudi Arabia,Jeddah,"American, Diner, Vegetarian Friendly",American,"Prince Mohammed Bin AbdulAziz Al Saud Street, Jeddah Saudi Arabia",136,Open Now:6:30 AM - 1:00 AM,10 of 79 American in Jeddah,IHOP,4.0 ,4.0
567,Al-Amir Sultan Street, Jeddah Saudi Arabia,Jeddah,"Brazilian, Latin, Barbecue",American,"Al-Amir Sultan Street, Jeddah Saudi Arabia",80,Open Now:1:00 PM - 12:00 AM,3 of 19 French in Jeddah,Fogo De Chao Brazilian SteakHouse,4.5 ,4.5
568,Prince Saud Al Faisal St., Al Rawdah Star Center,Jeddah,"Asian, Korean, Vegetarian Friendly",Asian,"Prince Saud Al Faisal St., Al Rawdah Star Center, Jeddah 23432 Saudi Arabia",50,Open Now:12:00 PM - 12:00 AM,11 of 65 Asian in Jeddah,Sura Korean Fine Dining,4.5 ,4.5
569,Palestine Street, Jeddah Saudi Arabia,Jeddah,"Mediterranean, Barbecue, Turkish",Mediterranean,"Palestine Street, Jeddah Saudi Arabia",89,+ Add hours,8 of 84 Mediterranean in Jeddah,Saraya Latif,4.0 ,4.0
